2025-11-04 18:53:27,387 | WARNING | logger.py:390 | [TO_DO]  stderr:         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-11-07 14:05:29 | WARNING | config_logger.py:43 | [TO_DO]  Application started with mode: debug
2025-11-07 14:05:31 | DEBUG | main_menu.py:63 | [TO_DO]  Init MainMenu
2025-11-07 14:05:35 | DEBUG | setting.py:40 | [TO_DO]  load settings screen
2025-11-07 14:05:39 | DEBUG | setting.py:70 | [TO_DO]  Change Theme on - light
2025-11-07 14:05:43 | DEBUG | setting.py:70 | [TO_DO]  Change Theme on - dark
2025-11-07 14:05:47 | DEBUG | main_menu.py:63 | [TO_DO]  Init MainMenu
2025-11-07 14:05:49 | INFO | base.py:616 | [TO_DO]  Base: Leaving application in progress...
2025-11-07 14:13:17 | WARNING | config_logger.py:43 | [TO_DO]  Application started with mode: debug
2025-11-07 14:13:19 | INFO | base.py:616 | [TO_DO]  Base: Leaving application in progress...
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr: Traceback (most recent call last):
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\lang\builder.py", line 930, in _build_canvas
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:     setattr(instr, key, value)
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~^^^^^^^^^^^^^^^^^^^
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "kivy\\graphics\\vertex_instructions.pyx", line 1626, in kivy.graphics.vertex_instructions.RoundedRectangle.radius.__set__
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "kivy\\graphics\\vertex_instructions.pyx", line 1376, in kivy.graphics.vertex_instructions.RoundedRectangle._check_radius
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr: TypeError: 'NoneType' object is not iterable
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr: 
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr: During handling of the above exception, another exception occurred:
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr: 
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr: Traceback (most recent call last):
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\main.py", line 69, in <module>
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:     TO_DOApp().run()
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~~~~~^^
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\app.py", line 956, in run
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:     runTouchApp()
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~~^^
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\base.py", line 574, in runTouchApp
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:     EventLoop.mainloop()
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~~~~~~~~~^^
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\base.py", line 339, in mainloop
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:     self.idle()
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~^^
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\base.py", line 379, in idle
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:     Clock.tick()
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~^^
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\clock.py", line 733, in tick
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:     self.post_idle(ts, self.idle())
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\clock.py", line 776, in post_idle
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:     self._process_events()
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~~~~~~~~~~~^^
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "kivy\\_clock.pyx", line 620, in kivy._clock.CyClockBase._process_events
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "kivy\\_clock.pyx", line 653, in kivy._clock.CyClockBase._process_events
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "kivy\\_clock.pyx", line 649, in kivy._clock.CyClockBase._process_events
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "kivy\\_clock.pyx", line 218, in kivy._clock.ClockEvent.tick
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\screens\splash.py", line 98, in <lambda>
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:     Clock.schedule_once(lambda *_: self.app.load_screens(),0.8)
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:                                    ~~~~~~~~~~~~~~~~~~~~~^^
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\main.py", line 64, in load_screens
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:     self.root.add_widget(self.menu())
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:                          ~~~~~~~~~^^
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\uix\boxlayout.py", line 145, in __init__
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:     super(BoxLayout, self).__init__(**kwargs)
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\uix\relativelayout.py", line 274, in __init__
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:     super(RelativeLayout, self).__init__(**kw)
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\uix\floatlayout.py", line 65, in __init__
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:     super(FloatLayout, self).__init__(**kwargs)
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\uix\layout.py", line 76, in __init__
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:     super(Layout, self).__init__(**kwargs)
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\uix\widget.py", line 366, in __init__
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:     self.apply_class_lang_rules(
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~~~~~~~~~~~~~~~~~~^
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:         ignored_consts=self._kwargs_applied_init,
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:         rule_children=rule_children)
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\uix\widget.py", line 470, in apply_class_lang_rules
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:     Builder.apply(
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~~~~^
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:         self, ignored_consts=ignored_consts,
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:         rule_children=rule_children)
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\lang\builder.py", line 545, in apply
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:     self._apply_rule(
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~~~~~~~^
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:         widget, rule, rule, ignored_consts=ignored_consts,
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:         rule_children=rule_children)
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\lang\builder.py", line 665, in _apply_rule
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:     child.apply_class_lang_rules(
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~~~~~~~~~~~~~~~~~~~^
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:         root=rctx['ids']['root'], rule_children=rule_children)
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\uix\widget.py", line 470, in apply_class_lang_rules
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:     Builder.apply(
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~~~~^
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:         self, ignored_consts=ignored_consts,
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:         rule_children=rule_children)
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\lang\builder.py", line 545, in apply
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:     self._apply_rule(
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~~~~~~~^
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:         widget, rule, rule, ignored_consts=ignored_consts,
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:         rule_children=rule_children)
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\lang\builder.py", line 600, in _apply_rule
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:     self._build_canvas(widget.canvas.before, widget,
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:                        rule.canvas_before, rootrule)
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:                        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\lang\builder.py", line 933, in _build_canvas
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:     raise BuilderException(
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:         prule.ctx, prule.line,
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:         '{}: {}'.format(e.__class__.__name__, e), cause=tb)
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr: kivy.lang.builder.BuilderException: Parser: File "D:\Python\TO_DO_Kivy\kv\components\button.kv", line 19:
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr: ...
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:      17:            pos: self.x, self.y - (dp(2) if self.state == 'normal' else 0)
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:      18:            size: self.size
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr: >>   19:            radius: root.radius
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:      20:        Color:
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:      21:            rgba: app.colors['highlight'] if self.state == 'normal' else (0,0,0,0)
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr: ...
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr: TypeError: 'NoneType' object is not iterable
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\lang\builder.py", line 930, in _build_canvas
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:     setattr(instr, key, value)
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~^^^^^^^^^^^^^^^^^^^
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "kivy\\graphics\\vertex_instructions.pyx", line 1626, in kivy.graphics.vertex_instructions.RoundedRectangle.radius.__set__
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "kivy\\graphics\\vertex_instructions.pyx", line 1376, in kivy.graphics.vertex_instructions.RoundedRectangle._check_radius
2025-11-07 14:13:19 | WARNING | logger.py:390 | [TO_DO]  stderr: 
2025-11-07 14:15:54 | WARNING | config_logger.py:43 | [TO_DO]  Application started with mode: debug
2025-11-07 14:15:56 | INFO | base.py:616 | [TO_DO]  Base: Leaving application in progress...
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr: Traceback (most recent call last):
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\lang\builder.py", line 245, in create_handler
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:     return eval(value, idmap), bound_list
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:            ~~~~^^^^^^^^^^^^^^
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\kv\components\button.kv", line 41, in <module>
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:     rounded_rectangle: (self.x, self.y, self.width, self.height, root.radius[0], root.radius[1], root.radius[2], root.radius[3])
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:                                   ^^^^^^^^^^^^^^
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr: TypeError: 'NoneType' object is not subscriptable
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr: 
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr: During handling of the above exception, another exception occurred:
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr: 
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr: Traceback (most recent call last):
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\lang\builder.py", line 927, in _build_canvas
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:     value, _ = create_handler(
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:                ~~~~~~~~~~~~~~^
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:         widget, instr.proxy_ref,
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:         ^^^^^^^^^^^^^^^^^^^^^^^^
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:         key, value, prule, idmap, True)
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\lang\builder.py", line 248, in create_handler
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:     raise BuilderException(rule.ctx, rule.line,
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:                            '{}: {}'.format(e.__class__.__name__, e),
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:                            cause=tb)
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr: kivy.lang.builder.BuilderException: Parser: File "D:\Python\TO_DO_Kivy\kv\components\button.kv", line 41:
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr: ...
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:      39:            rgba: app.colors['stroke']
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:      40:        Line:
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr: >>   41:            rounded_rectangle: (self.x, self.y, self.width, self.height, root.radius[0], root.radius[1], root.radius[2], root.radius[3])
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:      42:            width: dp(1)
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:      43:
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr: ...
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr: TypeError: 'NoneType' object is not subscriptable
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\lang\builder.py", line 245, in create_handler
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:     return eval(value, idmap), bound_list
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:            ~~~~^^^^^^^^^^^^^^
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\kv\components\button.kv", line 41, in <module>
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:     rounded_rectangle: (self.x, self.y, self.width, self.height, root.radius[0], root.radius[1], root.radius[2], root.radius[3])
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:                                   ^^^^^^^^^^^^^^
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr: 
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr: 
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr: During handling of the above exception, another exception occurred:
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr: 
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr: Traceback (most recent call last):
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\main.py", line 69, in <module>
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:     TO_DOApp().run()
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~~~~~^^
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\app.py", line 956, in run
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:     runTouchApp()
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~~^^
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\base.py", line 574, in runTouchApp
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:     EventLoop.mainloop()
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~~~~~~~~~^^
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\base.py", line 339, in mainloop
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:     self.idle()
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~^^
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\base.py", line 379, in idle
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:     Clock.tick()
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~^^
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\clock.py", line 733, in tick
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:     self.post_idle(ts, self.idle())
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\clock.py", line 776, in post_idle
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:     self._process_events()
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~~~~~~~~~~~^^
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "kivy\\_clock.pyx", line 620, in kivy._clock.CyClockBase._process_events
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "kivy\\_clock.pyx", line 653, in kivy._clock.CyClockBase._process_events
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "kivy\\_clock.pyx", line 649, in kivy._clock.CyClockBase._process_events
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "kivy\\_clock.pyx", line 218, in kivy._clock.ClockEvent.tick
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\screens\splash.py", line 98, in <lambda>
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:     Clock.schedule_once(lambda *_: self.app.load_screens(),0.8)
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:                                    ~~~~~~~~~~~~~~~~~~~~~^^
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\main.py", line 64, in load_screens
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:     self.root.add_widget(self.menu())
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:                          ~~~~~~~~~^^
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\uix\boxlayout.py", line 145, in __init__
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:     super(BoxLayout, self).__init__(**kwargs)
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:   File "D:\Python\TO_DO_Kivy\.venv\Lib\site-packages\kivy\uix\relativelayout.py", line 274, in __init__
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:     super(RelativeLayout, self).__init__(**kw)
2025-11-07 14:15:56 | WARNING | logger.py:390 | [TO_DO]  stderr:     ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^
